aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Ковалев Дмитрий.			По главной сути. [О творчестве поэта В. Федорова]. —	Октябрь	1970	2	210—214
Игнатенко В. П.			Это — на века! [Об успехах колхозного строительства.Стан. Новощербиновская Краснодарского края]. —	Октябрь	1970	2	3—11
Рождественский Всеволод.			«Везде во всем видны его черты...» Стихи [о В.И. Ленине]. —	Октябрь	1970	3	23
Мережников Николай.			«Над Горками проходят журавли...» Стихи. [о В.И. Ленине]. —	Октябрь	1970	3	24
Поддубный Павел.			Комиссар. — Легенда. [Стихи]. —	Октябрь	1970	3	82
Тарасова Марина.			Солнечный день. Стихи: Ежи. — «Он — какноворожденный снег...» — «Пруды Москвы — глаза Москвы...» —«Женщина играет на органе...» —	Октябрь	1970	3	141
Романова Мария.			Верность. Стихи. —	Октябрь	1970	3	142
Гриезане Мара.			Янтарный берег. Стихи [латыш. поэтессы]: «Задумчивыйзалив...» — «Чу, спит моя душа!..» — «Льдины испарились — праздничнаядата!..» — «В море ясны три цвета...» — Маяковский в Латвии. —	Октябрь	1970	3	143
Власенко О.			Горизонты. [Повесть. Ч. I]. —	Октябрь	1970	3	144—166
Ротин И.			Двадцать мартовских дней Ильича. [1922 г. Очерк]. —	Октябрь	1970	3	167—174
Доризо Николай.			В России Ленин родился... Поэма. —	Октябрь	1970	3	17—22
Дариенко Петря.			Хорошее слово: хадака. [Из впечатлений о поездке вЯпонию]. —	Октябрь	1970	3	175—187
Закруткин Виталий.			Слово о товарище. К 50-летию [писателя] И.Стаднюка. —	Октябрь	1970	3	188—190
Зайцев В.			Грани великой темы. Ленин в соврем. поэзии. —	Октябрь	1970	3	194—201
Бондарев С.			Главная страница биографии. [В. И. Ленин и А. С.Серафимович]. —	Октябрь	1970	3	202—205
Соболев Анатолий.			Какая-то станция. Повесть. —	Октябрь	1970	3	25—81
Митин М. Б.			Величайший ученый в революции и революционер в науке.[О В. И. Ленине]. —	Октябрь	1970	3	3—16
Романенко Лариса.			Рассветная тишина. Стихи: «На реке на далекой...» —Баллада о деревне Хатынь. — «Тебя корить я не смогу...» —	Октябрь	1970	3	83—84
Чиркова Зинаида.			Мужчины. Повесть. —	Октябрь	1970	3	85—140
Прокофьев Александр.			«Ленин вечен в народе...» Стихи. —	Октябрь	1970	4	3
Васильев Сергей.			«За годом год над миром пролетает...», Стихи [о В. И.Ленине]. —	Октябрь	1970	4	4
Николаев Александр.			Рядом с Лениным. Стихи. —	Октябрь	1970	4	24
Браун Николай.			Он выступал в Народном Доме. Стихи [о В. И. Ленине]. —	Октябрь	1970	4	37
Ушаков Николай.			За озером Разлив. Стихи [о В. И. Ленине]. —	Октябрь	1970	4	38
Джангазиев Муса.			Букет для Ленина. Стихи. Пер. с кирг.: В. Цыбин. —	Октябрь	1970	4	92
Ковалев Дмитрий.			Красная площадь. Стихи. —	Октябрь	1970	4	93
Вальшонок Зиновий.			Портрет. Стихи [о В. И. Ленине]. —	Октябрь	1970	4	132
Леднев Юрий.			Лицом на запад. Стихи. —	Октябрь	1970	4	177
Ханжин В.			Завод, о котором говорилось в «Великом почине» [О Моск.локомотиворемонтном з-де. Очерк]. —	Октябрь	1970	4	119—131
Тавров Я.			Главная скорость. [В. И. Ленин и науч.-техн. прогресс]. —	Октябрь	1970	4	133—151
			Москва. Ленину. [Письма и телеграммы трудящихся В. И. Ленину.1918—1923 гг. Публикацию подгот.: К. Г. Ляшенко и др. С примеч. ред.] —	Октябрь	1970	4	152—161
Шней-Красиков К.			Живет в народе... [По материалам воспоминанийшушенских крестьян о В. И Ленине]. —	Октябрь	1970	4	162—166
Белявский В. А.			Берлин, апрель 1945. [О героических боях 8-й гвардейскойармии. Воспоминания]. —	Октябрь	1970	4	167—176
Кучеренко Георгий.			Героическое и монументальное. [Обархит.-скульптурных комплексах]. —	Октябрь	1970	4	186—196
Новиков В.			Тип — явление эпохи. Ленин и проблема типического [влитературе]. —	Октябрь	1970	4	197—210
Маевский Виктор.			Неиссякаемый родник революции. [Значениеидейного наследия В. И. Ленина для революц. преобразования общества.Публицист. заметки]. —	Октябрь	1970	4	25—34
Рза Расул.			В те дни. Стихи. Пер. с азербайдж.: С. Васильев. —	Октябрь	1970	4	35—36
Игнатенко Виктор.			Земное тепло. Повесть. —	Октябрь	1970	4	39—89
			Идеи, овладевающие, миром. Говорят люди разных стран и континентов.[О междунар. значении ленинского учения. Статьи: Тодор Павлов(Болгария); Джафар Мохаммед Нимейри (Судан); Давид АльфароСикейрос (Мексика); Питер Кейнеман (Цейлон); Палм Датт (Англия); ГэсХолл (США); Лео Суонпяя (Финляндия); Суфия Камаль (Пакистан);Паоло Роботти (Италия); Хусейн Фахми (ОАР); Джуда Уотен(Австралия)]. —	Октябрь	1970	4	5—23
Кругов Юрий.			Мальчишка пишет Ленину... Стихи. —	Октябрь	1970	4	90—91
Рождественский Игнатий.			Шушенский огонек. Стихи [о В. И. Ленине]:«Село крутыми славилось снегами...» — В Юдинскую библиотеку. —	Октябрь	1970	4	94—96
Савельев Иван.			Весенний свет. Стихи: В Мавзолее Ленина. — «А кто сказал,что кончилась борьба...» — Старшина запаса. — «Талант за пазухой неспрячешь...» —	Октябрь	1970	4	97—98
Макаренко Яков.			Накануне. [О жизни и деятельности В. И. Ленина вПольше. 1912—1914 гг. Очерк]. —	Октябрь	1970	4	99—118
Львов Михаил.			«Ежедневно окружаюсь...» Стихи. —	Октябрь	1970	5	63
Варавва Иван.			Боевой ориентир. — Повитые славой. — «Все, чем жив, чтоведаю и знаю...» —	Октябрь	1970	5	64
Васильев Сергей.			Морская душа. Стихи. —	Октябрь	1970	5	142
Попов Леонид.			Слово о пролитой крови. Стихи. —	Октябрь	1970	5	143—144
Бражнин Илья.			Сирень Марсова поля. Маленький роман. —	Октябрь	1970	5	145—166
Граши Ашот.			Звезды земли. Стихи: «Что такое цветы?..» — «Фиалкойвешней пахнет снег...» — «Повесть жизни моей не дописана мною пока...»— Возвращение. — Тонкая нитка. [Пер. с арм.: А. Заурих; В. Боков]. —	Октябрь	1970	5	169—170
Голованов А. Е.			Дальняя бомбардировочная... [Воспоминания б.командующего авиацией дальнего действия. 1941 г. Ч. I]. —	Октябрь	1970	5	171—197
Гребенщиков А.			Вечно живое наследие. [К выходу в свет 4-го изд.сборника «В. И. Ленин о литературе и искусстве»]. —	Октябрь	1970	5	198—204
			Потомству в пример. Невыдуманные рассказы о Великой Отечеств.войне: Б. Тихомолов. Один день Ивана Беседкина. — В. Иванов. Залинией фронта. — В. Белугин. Улыбка командарма. — В. Чачин. Письмонаркому. — И. Исаков. Мамаев курган. — А. Дубовицкий. ЯковНестерович. — А. Маркелов. Торпедный веер. —Л. Петрейков. Ссолдатами наравне. — И. Семченков. Последняя ночь. — С. Н. Борщев.Шестое чувство. — К. Платонов. От имени коммунистов Берлина. —	Октябрь	1970	5	3—62
Сибирцев Иван.			Околдованные звезды. Роман. —	Октябрь	1970	5	65—141
Соболь Марк.			Зимой сорок первого. Стихи. —	Октябрь	1970	6	136
Чуев Феликс.			Определенность. Стихи: «На поле Куликовом тишина...» —«Как переход...» — «Наш «Як» притих обиженно...» —	Октябрь	1970	6	170
Сибирцев Иван.			Околдованные звезды. Роман. —	Октябрь	1970	6	11—135
Смирнов Олег.			Скорый до Баку. Повесть. —	Октябрь	1970	6	137—169
Насиб Давуд.			Близнецы. — Портрет. — Сытрай, Габиль. — Музыка.[Стихи. Пер. с азербайдж.: Ф. Чуев; М. Тарасова]. —	Октябрь	1970	6	167—168
Светличный Бор.			Что есть истина, коллеги? Стенограмма публ. лекции,прочит. канд. архит.-философич. наук Антиохом Перезвоновым.[Фельетон]. —	Октябрь	1970	6	171—182
Долматовский Евгений.			Неведомые острова. [Путевой очерк оФилиппинах]. —	Октябрь	1970	6	183—204
Малахов Н.	Червонная С.		Художники России — Ленину. [По материаламIV Респ. худож. выставки «Советская Россия», посвящ. 100-летию со днярождения В. И. Ленина. Москва. Март 1970 г.] —	Октябрь	1970	6	205—209
Ругоев Яакко.			Преемница бессмертной «Калевалы». Заметки о карел.литературе. —	Октябрь	1970	6	210—215
Хазри Наби.			Арзу. Поэма. Пер. с азербайдж.: А. Передреев. —	Октябрь	1970	6	3—10
Лайне Николай			Слово. — «Янтарь молодой обновляет...» [Стихи]. Пер. с карел.: М.Тарасова	Октябрь	1970	7	120
Сысойков Михаил			Старый вокзал. Стихи	Октябрь	1970	7	121
Иванов Александр			«А вы в Карелии бывали...» — «Сортавала, Сортавала...» — «Наисходе северное лето...» [Стихи]	Октябрь	1970	7	120—121
Рудяков Генрих			Истоки. Стихи: «Мы состарились, друг...» — «Ничего мне не надо...» —«О, русский лес, моя отрада...» — «Не думать — напечатают ли, нет ли...» — Тишина	Октябрь	1970	7	122—123
Смирнов Дмитрий			Высоты памяти. Стихи: «Приказ в разгаре «боя» прост...» — Баллада оНеизвестном солдате. — Руза. — «Израненный пришел с войны...»	Октябрь	1970	7	124—125
Власенко О.			Горизонты. [Повесть]	Октябрь	1970	7	126—163
Пермяк Евгений			Мой край. [О соц.-экон. преобразованиях на Урале. Очерк]	Октябрь	1970	7	164—193
Бесчеревных Б.			В. И. Ленин и Демьян Бедный	Октябрь	1970	7	194—198
Зубков Юр			Человек и война. [Воен.-патриот. тема в советской драматургии]	Октябрь	1970	7	199—213
Харчиков Александр			Среди людей. Роман	Октябрь	1970	7	3—119
Некрошюс Юозас			Мы. — По вершинам сосен ступает время. — Жеребята. [Стихи]. Пер.с литов.: М. Тарасова	Октябрь	1970	8	82
Беэкман Владимир			Окопы. Стихи. Пер. с эст.: В. Куприянов	Октябрь	1970	8	83
Риемер Бирута			Солнца хочу! Стихи. Пер. с латыш.: В. Цыбин	Октябрь	1970	8	84
Мацявичюс Юозас			«Как годы, как годы бегут..!» Стихи. Пер. с литов.: В. Куприянов	Октябрь	1970	8	116
Рауд Март			Пейзаж с вороном. — Дальний разговор по телефону. [Стихи]. Пер. с эст.: С.Куняев	Октябрь	1970	8	117
Кузнецов Вячеслав			Кировцы в блокаде. — Взлет. [Стихи]	Октябрь	1970	8	118
Холопов Бронислав			Земледелы. [О совхозе «Димский». Амурская обл.]	Октябрь	1970	8	119—128
Власенко О.			Горизонты. [Повесть]	Октябрь	1970	8	129—166
Козлов А. П.			Тревожная служба. [О подвигах пограничников в годы Великой Отечеств.войны. Воспоминания]	Октябрь	1970	8	167—186
Можнягун С.			Эстетика Гегеля в наши дни. К 200-летию со дня рождения великого нем.философа	Октябрь	1970	8	200—203
Астахов И.			Ленинская теория отражения и проблемы [литературного] творчества	Октябрь	1970	8	205—213
Ильин Виктор			Камская межень. Повесть	Октябрь	1970	8	25—81
Рядченко Иван			И вновь семнадцать лет кому-то. Повесть в стихах	Октябрь	1970	8	3—24
Чубакова Вера			Судьба по выбору. Повесть	Октябрь	1970	8	85—115
Рукавишников Геннадий			Извечный зов дорог. Стихи: «Как нас когда-то, их увозятпоезда...» — «Нашу молодость в бой, обжигая лицо...» — «Сверяют зрелость не пошкольным аттестатам...» — «Отцовский край в любом нам дорог виде...» — «Солдат одружбе судит не по тостам...» — «Война прошла по сердцу лемехами плуга...»	Октябрь	1970	9	118
Кашпуров Иван			Ставрополье. Стихи	Октябрь	1970	9	142
Вакуловская Лидия			Три рассказа из жизни поселка Пурга: Курочка ряба. — Пон-пон. —Всем, всем, всем!.	Октябрь	1970	9	119—136
Гордейчев Владимир			Щедрый полдень. Стихи: Имя, отчество. — Стрельбы в океане.—«Шла девчонка по тропинке...»	Октябрь	1970	9	13—14
Уотен Джуда			Рассказы [австралийского писателя]: Золото. — В вагоне. Пер. с англ.: В.Рамзес	Октябрь	1970	9	137—141
Бурдыкин Б.			Что я скажу преемнику... [Проблемы науч. организации труда. Березняков.титано-магниевый комбинат]	Октябрь	1970	9	143—155
Костров Владимир			Мирное движение. [Стихи]: «Как внук голодных...» — «Речка чешетскороговоркой...» — Весна с качелями...». — Старики	Октябрь	1970	9	15—16
Сартаков Сергей			Философский камень. Роман. Кн. 2	Октябрь	1970	9	15—17
Когинов Юрий			И к селу и к городу. [О планировке и застройке сел. Смол. обл.]	Октябрь	1970	9	156—164
Ильинский Михаил			Наперекор огненным тайфунам. Из вьет. дневника	Октябрь	1970	9	165—170
Стуруа М.			Цезарь из Южной Каролины. [Об америк. конгрессмене Л. М. Райверсе]	Октябрь	1970	9	171—180
Соколов Н.			Обретение родины. К 100-летию со дня рождения А. И. Куприна	Октябрь	1970	9	184—187
Бровман Григорий			Связь времен и художественная проза	Октябрь	1970	9	188—200
Борзунов Семен			Слесарь. Воин. Писатель. [О творчестве А. Рыбина]	Октябрь	1970	9	201—204
Турабов Сабир			Поэзия дружбы и братства. [О взаимосвязи рус. и азербайдж. поэзии]	Октябрь	1970	9	205—209
Табеев Ф. А.			Золотой запас республики. [К 50-летию Татар. АССР]	Октябрь	1970	9	3—12
Боччан Хариваншрай			Помни, человек. Стихи. Пер. с хинди: М. Тарасова	Октябрь	1970	10	127
Парпара Анатолий			«Таким и было трудное начало...» Стихи	Октябрь	1970	10	138
Богданович Анатолий			Россия. Стихи	Октябрь	1970	10	144
Нванкво Нкем			Игрок. Рассказ [нигерийского писателя]. Пер. с англ.: В. Рамзес	Октябрь	1970	10	118—122
Метьюз Джеймс			Транзистор. Рассказ [южноафрик. писателя]. Пер. с англ.: В. Рамзес	Октябрь	1970	10	123—126
Лавров Илья			Пропажа. Рассказ	Октябрь	1970	10	128—135
Кутов Николай			Праздник песни в Шекснинском районе. Стихи	Октябрь	1970	10	136—137
Бондаренко Вениамин Никифорович	Бондаренко Владимир Никифорович		Верблюд сизъяном. — Сайгаки. — Заячий плетень. Басни в прозе	Октябрь	1970	10	139—141
Мин Евг			Буква Ять. Басня	Октябрь	1970	10	141—143
Микулина Елена			Эстафета. [Рассказы о-советских людях]	Октябрь	1970	10	145—152
Грибов Юрий			Пора зарниц и облаков. [Очерк]	Октябрь	1970	10	153—170
Васильев Сергей			Проза про поэзию. [Из 2-го доп. изд. одноим. книги, подгот. к печати визд. «Худож. литература». С примеч. ред.]	Октябрь	1970	10	171—190
Меженков Вл			Миф или бегство от жизни? [По поводу статей А. Дорошевича «Миф влитературе XX века» и С. Аверинцева «Аналитическая психология» К. Г. Юнга изакономерности творческой фантазии», опубл. в журн. «Вопр. литературы» 1970 № 2 и 3]	Октябрь	1970	10	191—206
Шошин Владислав			«Крестами мачт в прудах Потсдам тонул...» — Встреча советской инемецкой молодежи на берегу Волги. — Размышления на автобане. [Стихи]	Октябрь	1970	10	3—4
Викулов Сергей			Зимняя дорога. — Про бабу Груню. [Стихи]	Октябрь	1970	10	5—6
Сартаков Сергей			Философский камень. Роман. [Кн. 2]	Октябрь	1970	10	7—117
Рождественский Всеволод			Дворец света. Стихи	Октябрь	1971	3	16
Ушаков Николай			«Все — наше...» Стихи	Октябрь	1971	3	137
Смирнов Сергей			Поэт и слово. Стихи	Октябрь	1971	3	138
Леднев Юрий			Товарищ. Стихи	Октябрь	1971	3	139
Савельев Иван			Родина. Стихи	Октябрь	1971	3	140
Алексеев Р. Е.			От космических названий к космическим скоростям. [Об успехахсоветского судостроения]	Октябрь	1971	3	12—15
Котов Владимир			Правда бессмертных страниц. — Седина друга. [Стихи]	Октябрь	1971	3	135—136
Леонтьев Л. А.			Социалистическая экономика, ее пути и проблемы	Октябрь	1971	3	141—152
Грибов Юрий			Село Дединово. [Об успехах колхозного строительства. Луховиц. районМоск. обл. Очерк]	Октябрь	1971	3	153—166
			К 100-летию Парижской коммуны [Статьи]: Л. Володин. Наследники. — А Гришин. Всесовершалось впервые	Октябрь	1971	3	167—174
Бровка Петрусь			А Ленин велел нам... — Дорога песни. [Стихи]. Пер. с белорус.: С.Красиков	Октябрь	1971	3	17—18
Маевский Виктор			Факел единства. [Путевой очерк о Нигерии]	Октябрь	1971	3	175—192
Красильщиков Владимир			Вечный огонь. Роман	Октябрь	1971	3	19—134
			Литература патриотической верности и интернационального братства. [По материаламдискус. в ред. журн. «Октябрь» на тему «Национальное и интернациональное в советскойлитературе». С примеч. ред.]	Октябрь	1971	3	193—218
Феоктистов А.			Высота. [О достижениях коллектива Магнитогор. металлург. комбината].—	Октябрь	1971	3	3—8
Чердинцев В.			Верность земле. [Об успехах хлеборобов Оренб. обл.]	Октябрь	1971	3	9—11
Доризо Николай			«Как весть о дне его рождения...» Стихи	Октябрь	1971	4	3
Васильев Сергей			Однажды избранным путем. Стихи	Октябрь	1971	4	4
Шлыгин Алексей			Портреты Ильича. Стихи	Октябрь	1971	4	5
Кузнецов Валентин			Песня революции. Стихи	Октябрь	1971	4	6
Чугунов Н. В.			Человек шагает в космос. [К 10-летию полета Ю. А. Гагарина]	Октябрь	1971	4	185—189
Боровский В.			Единство приносит победу. [К итогам президентских выборов 1970 г. вЧили]	Октябрь	1971	4	190—196
			Навечно в списке. Памяти Л. С. Соболева. [1898—1971]	Октябрь	1971	4	197—198
Чиров Д.			Главный критерий художественной правды. Заметки о партийности литературы.—	Октябрь	1971	4	199—210
Андреев Александр			Есенин. Легенда	Октябрь	1971	4	23—67
Чуев Феликс			Минута молчания. Поэма	Октябрь	1971	4	68—76
Митин М.			Б. Борьба идей в современном мире. [К критике соврем. буржуазных теорий].—	Октябрь	1971	4	7—22
Галунчиков Василий			Тихая заводь. Из тетрадей учителя истории. [Повесть]	Октябрь	1971	4	77—172
Абашидзе Григол			Нерль. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	90
Берулава Хута			Тбилисская ночь. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	95
Шеразадишвили Захария			Ананури. — На голой скале. [Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	95
Квитаишвили Эмзар			Сегодня. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	96
Чистяков Антонин			«Стоит избушка...» Стихи	Октябрь	1971	5	128
Тимошечкин Михаил			Шинель. — Солдат. [Стихи]	Октябрь	1971	5	162
Браун Николай			Встреча. — «Так пройти по следам...» [Стихи]	Октябрь	1971	5	126—127
Коробов Леонид			У кромки моря. [Отрывок из книги «Севастопольские дневники». Журн.вариант. С послесл. Ю. Филатова «О Леониде Коробове»]	Октябрь	1971	5	129—161
Шаталин С.			Наука управлять	Октябрь	1971	5	163—171
Мельников Игорь			Сегодня за Пиренеями. [Путевой очерк об Испании]	Октябрь	1971	5	183—192
Идашкин Юрий			Талант, отданный народу. [К 60-летию писателя Г. Маркова]	Октябрь	1971	5	195—196
Беляев Владимир			Елкин Анатолий. Лебединая песнь Ярослава Галана. [Творч. историяпьесы укр. писателя «Любовь на рассвете»]	Октябрь	1971	5	197—203
Ковалев Дмитрий			Поэзия Полесья. [О творчестве белорус. писателя И. Мележа]	Октябрь	1971	5	204—207
Стаднюк Иван			Размышления над письмами. [Писатель о работе над романом «Война»].—	Октябрь	1971	5	208—211
Блынский Дмитрий			Советскому солдату. — Новая дорога. [Стихи]	Октябрь	1971	5	3—4
Васильев Сергей			Пою Москву и Подмосковье. Стихи	Октябрь	1971	5	37—38
Землянский Анатолий			Березы. — Журавлиная дорога. — Женщины тех лет... [Стихи].—	Октябрь	1971	5	39—40
Андреев Александр			Есенин. Легенда. Ч. 1	Октябрь	1971	5	41—89
Каладзе Карло			Шофер такси. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	90—91
Нонешвили Иосиф			Сотворение Грузии. Стихи. Пер. с груз.: В. Луговой	Октябрь	1971	5	91—93
Халваши Фридон			Думы. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	93—94
Джангулашвили Теймураз			Легенда моря и земли. Стихи. Пер. с груз.: С. Куняев	Октябрь	1971	5	94—95
Барченко Светозар			Жить бы да жить... — В гостях у тещи. Рассказы	Октябрь	1971	5	97—125
Рудяков Генрих			«Я знаю, что окончилась война...» — Ветеран. [Стихи]	Октябрь	1971	6	124
Константинов Евгений			Из детства. Стихи	Октябрь	1971	6	132
Багандов Газим-Бег			Судьба. Поэма. Пер. с даргин.: О. Дмитров	Октябрь	1971	6	125—129
Демидов Владимир			Разговор с друзьями. — «Перед своей могилой дотемна...» —Поверка. — Награды. [Стихи]	Октябрь	1971	6	130—131
Дубинин Григорий Кириллович			Дневник комиссара Дубинина. [1941—1942 гг. Подгот кпечати и коммент. В. Митрошенкова]	Октябрь	1971	6	133—158
Еремеев Н.			Партийный компас. Записки парт. работника. [Свердл. обл.]	Октябрь	1971	6	159—190
Данилин Ю.			Пламенный певец Коммуны. [О франц. поэте Э. Потье]	Октябрь	1971	6	191—192
Пухов Юрий			Вровень с веком. Заметки о соврем. прозе	Октябрь	1971	6	193—208
Меженков Вл			Начало... [О воссоздании первых героических дней Великой Отеч. войны втворчестве сов. писателей]	Октябрь	1971	6	209—216
Горбачев Николай			Ударная сила. Роман	Октябрь	1971	6	3—123
Горбачев Николай			Ударная сила. Роман	Октябрь	1971	6	45—125
Кузнецов Валентин			Мастеровые. Стихи	Октябрь	1971	7	6
Поликарпов Сергей			Андрей Рублев. Из поэмы	Октябрь	1971	7	126—131
Власенко О.			Горизонты. [Повесть]	Октябрь	1971	7	132—154
Терентьев Д.			Ноль целых шесть десятых. [Вопросы организации работ вгидростроительстве. Записки слесаря-монтажника]	Октябрь	1971	7	155—169
Хохлов И.			На берегах Орхона и Селенги. [К 50-летию Монгольск. нар. революции]	Октябрь	1971	7	170—184
Стржижовский Л.			Так воспитывают в Бонне..	Октябрь	1971	7	185—196
Цыбин Владимир			Поэзия, верная жизни. [О творчестве С. Васильева]	Октябрь	1971	7	197—205
Пименов Вл			Талант редкий, самобытный. К 80-летию со дня рождения Б. А. Лавренева.—	Октябрь	1971	7	212—214
Мартынов Николай			Стрежень эпохи. Поэма	Октябрь	1971	7	3—5
Ковалев Дм			В тихой бухте. — На бывшей границе. — «Подростком видел море я...» —Близость океана. — «С первой мировой...» — Вернула. [Стихи]	Октябрь	1971	7	41—44
Кочетков Геннадий			Антракта не будет. Повесть	Октябрь	1971	7	7—40
Кюнзегеш Юрий			Наскальные рисунки. Стихи. Пер. с тувин.: В. Кузнецов	Октябрь	1971	8	82
Пюрбю Сергей			Поэту. Стихи. Пер. с тувин.: В. Кузнецов	Октябрь	1971	8	82
Попов Владимир			Партии. — Двое. [Стихи]. Пер. с коми.: В. Кузнецов	Октябрь	1971	8	83
Сулаев Магомет			Цветок. — Голуби быстрые. [Стихи]. Пер. с чечен.: Ю. Александров	Октябрь	1971	8	86
Баулин Павел			Конница. Стихи	Октябрь	1971	8	132
Варавва Иван			Весна моих дней. Стихи: Земля. — Турецкий дуб. — Заветное	Октябрь	1971	8	130—131
Власенко О.			Горизонты. [Повесть]	Октябрь	1971	8	133—462
Гордон М.			Восхождение. [О трудовой биогр. токаря-карусельщика Металл. з-да им. XXIIсъезда КПСС Ф. Е. Кириллова. Очерк]	Октябрь	1971	8	163—175
Кончаловская Наталья			Трубадуры и святые Марии. [Путевые впечатления о Франции]	Октябрь	1971	8	176—190
Калзан Л.			На пути к зрелости. [О соврем. тувин. литературе]	Октябрь	1971	8	196—199
Изъюров И.			Рожденная Октябрем. [О становлении коми сов. худож. литературы]	Октябрь	1971	8	199—201
Шогенцуков Адам			К новым свершениям. [О развитии кабард.-балкар. литературы]	Октябрь	1971	8	201—204
Малахов Н.			, Червонная С. Многоцветный образ Родины. [По материалам выставки работхудожников автономных республик РСФСР. Москва. 1971]	Октябрь	1971	8	205—208
Пресс Виктор			Великий американец. [К 100-летию со дня рождения Т. Драйзера]	Октябрь	1971	8	209—212
Первенцев Аркадий			Секретный фронт. Роман	Октябрь	1971	8	3—67
Геттуев Максим			Насып. Из поэмы «Богатырское зерно». Пер. с балкар.: Я. Серпин	Октябрь	1971	8	68—72
Павлов Владимир			Батечка. Рассказ. Пер. с белорус.: А. Островский	Октябрь	1971	8	73—81
Ковалев Владимир			С высоты зеленого холма. Стихи: Забудем — не забудем. — «Верно, внастроении плохом...» — Кукушкин голос. — «От рожденья до смертного мига...»	Октябрь	1971	8	84—85
Кочетков Геннадий			Антракта не будет. Повесть	Октябрь	1971	8	87—129
Кутейников Валентин			Памятник знаменосцу. Стихи	Октябрь	1971	9	14
Суслович Никита			«Мы встречались не в коридоре...» — «Курортное лето...» [Стихи]	Октябрь	1971	9	82
Евтимов Евтим			Сожженные. — Горчайшее вино. [Стихи]. Пер. с болг.: Г. Прашкевич	Октябрь	1971	9	163
Иванов Михаил			«Что для меня Россия?..» — «Я — Гагарин...» — «Первых складокосенняя грусть...» [Стихи болг. поэта]	Октябрь	1971	9	164
Первенцев Аркадий			Секретный фронт. Роман	Октябрь	1971	9	15—81
Бурнаски Евстати			Баллада о ремсистке с длинными косами. — Слова на мраморе.[Стихи]. Пер. с болг.: Г. Прашкевич	Октябрь	1971	9	162—163
Голованов А. Е.			Дальняя бомбардировочная... [Воспоминания б. командующего авиациейдальнего действия. 1942 г.]	Октябрь	1971	9	165—185
Валюженич Анатолий			Правда о братьях Кеннеди	Октябрь	1971	9	193—209
Колевски Басил			На подъеме. Заметки о болг. литературе. Пер. с болг	Октябрь	1971	9	210—215
Ягодкин В.			Н. Навеки — с партией, с народом! [О задачах парт. организаций творческихсоюзов и учреждений культуры Москвы]	Октябрь	1971	9	3—13
Рядченко Иван			Планета Ориана. Поэма	Октябрь	1971	9	83—88
Линнус Олави			Иматра. Повесть. Пер. с фин.: В. Богачев	Октябрь	1971	9	89—161
Доризо Николай			Спор на стене. Стихи	Октябрь	1971	10	110
Яруллин Фанис			Ясный свет зари. Стихи: «Устаю порой бродить лесами...» — «Помоги!..»— «В комнату мою ворвался...» Пер. [с татар.]: Е. Вечтомова	Октябрь	1971	10	112
Кутов Николай			«Костер, как пес уставший, хочет спать...» Стихи	Октябрь	1971	10	130
Романова Мария			Крик. — «Клянешься ты...» [Стихи]	Октябрь	1971	10	135
Махмудов Шамиль			«Соседствуя с березовою рощей...» — «На маленьких полустанках...»— «Меня забыли милые места...» [Стихи. Пер. с татар.: С. Куняев]	Октябрь	1971	10	111—112
Ильин Виктор			Брак. Рассказ	Октябрь	1971	10	113—127
Кирсанов Семен			Из новой книги. Стихи: Волшебник. — Рифма. — Осторожно. —Золотые берега..	Октябрь	1971	10	128—129
Шульчев Валентин			Из ранних стихов: Погоня. — Дождь. — Расставанье. — Щука. —Мужество. [С предисл. В. Гордейчева «Валентин Шульчев, поэт-партизан»]	Октябрь	1971	10	131—134
Бурдыкин Борис			Товарищ директор. [О дир. Березников. титано-магниевого комбинатаК. И. Циренщикове. Очерк]	Октябрь	1971	10	136—146
Ермолаев В.			В студеных глубинах Атлантики. [Записки воен. моряка]	Октябрь	1971	10	146—156
Жидилов Е. И.			Героический Севастополь. К 30-летию начала обороны	Октябрь	1971	10	157—164
Андриасов Михаил			В шести столицах. [Заметки о путешествии по Дунаю]	Октябрь	1971	10	165—172
Валюженич Анатолий			Правда о братьях Кеннеди	Октябрь	1971	10	173—195
Булдаковский Владимир			Восстание на учебном судне «Прут». [1905 г.]	Октябрь	1971	10	196—199
Пияшев Ник			Критик-марксист. К 100-летию со дня рождения В. В. Воровского	Октябрь	1971	10	200—201
Савостьянов Е.			Поэзия палитры. [По материалам персон. выставки произведений худож.П. Малахова. Москва. 1971]	Октябрь	1971	10	202—203
Гребенщиков Алексей			Талант писателя-гражданина. [К 75-летию со дня рождения Ф. И.Панферова]	Октябрь	1971	10	204—208
Первенцев Аркадий			Секретный фронт. Роман	Октябрь	1971	10	3—109
Кузнецов Вячеслав			Ленинский пульс. Стихи	Октябрь	1971	11	18
Созинов Михаил			Авария. — «Белый саван сугробов...» [Стихи]	Октябрь	1971	11	98
Георгиевская С.			Пека. Повесть	Октябрь	1971	11	129—166
