aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Марченко, Вячеслав.			На исповедь. Повесть	Молодая гвардия	1967	9	24—98
Глинкин, Павел.			Земля и асфальт. [Об отношении советских писателей к нар. творчествуи нац. традициям]	Молодая гвардия	1967	9	240—255
Лобанов, М.			Жизненность слова. [Патриот. тема в произведениях классиков рус.литературы]	Молодая гвардия	1967	9	256—269
Осокин, Вас.			Душа глины. [О творчестве скульптора И. Н. Жукова]	Молодая гвардия	1967	9	270—274
Алиева, Фазу.			Восемнадцатая весна. Поэма. Пер. с авар.: В. Туркин. [С предисл. ред.«Молодой орел страны гор»]	Молодая гвардия	1967	9	3—23
Регистан, Гарольд.			«Я сын Кавказа и России...» — «Как все, я в детстве был ручьем...» —«Ты тоже видишь сны ночами...» — «Что замолчала, птаха серая?..» — «От тебяуезжаю...» — «Я не поэт...» [Стихи]	Молодая гвардия	1967	9	99—102
Федоровский, Е.			Алые снега. [О работниках лавинных станций Киргизии. Очерк]	Молодая гвардия	1967		224—248
Вторушин, Станислав.			Олени. Стихи	Молодая гвардия	1969	8	130
Беляев, Леонид.			Доброта. Стихи	Молодая гвардия	1969	8	141
Черкасов, Николай.			Иван Ползунов. — Пели солдатки. — «Уронила кукушка слезу...»[Стихи]	Молодая гвардия	1969	8	128—130
Лебедев, В.			Тень. Рассказ. Илл.: В. Карабут	Молодая гвардия	1969	8	131—140
Малашич, Николай.			Утро. — Он. [Стихи]	Молодая гвардия	1969	8	141—142
Хейсти, Джон Юджин.			Человек без лица. Роман [америк. писателя]. Пер. с англ.: Н.Калинина. Илл.: О. Вуколов	Молодая гвардия	1969	8	1414—160,193—233
Шиляев, Анатолий.			Долг. — Зеленые владения. [Стихи]	Молодая гвардия	1969	8	142—143
Болтромеюк, В.			Белый день. [Проблемы науч. работы кафедры фармакологии 1-го Моск.мед. ин-та им. Сеченова. Очерк]	Молодая гвардия	1969	8	224—241
Гусева, Н.			Семья начинается со свадьбы. [Об инд. свадебных обрядах и семейныхтрадициях]	Молодая гвардия	1969	8	242—251
			К дискуссии по поводу художественного фильма «Братья Карамазовы» по одноименномуроману Ф. М. Достоевского. Авт. сценария и режиссер-постановщик И. Пырьев.«Мосфильм». С примеч. ред. Высказывания]: М. Ульянов. Поиск правды. —О. Волков.Экран и Достоевский. — И. Вереш. Одно из верных прочтений. (Статья из Венгрии). — С.Котенко. К народности	Молодая гвардия	1969	8	269—289
Михайлов, Олег.			«Здесь русский дух, здесь Русью пахнет...» К 100-летию со дня смерти[поэта] П. П. Ершова	Молодая гвардия	1969	8	290—295
Сердюк, В.			Повесть о журналисте. Илл.: Б. Чупрыгин	Молодая гвардия	1969	8	4—127
Чикин, Леонид.			Стихи о маньчжурском походе: Идем к границе. — Прорыв. — Старик. —Лейтенант Ваня. — Два знамени	Молодая гвардия	1969	9	128—134
Карачобан, Дмитрий.			Моя земля. — Ча-хэйс! — Тосты. [Стихи]. Пер. с гагауз.: В.Кузнецов	Молодая гвардия	1969	9	135—136
Кешоков, Алим.			Факел Ленина над Кавказом. [О соц.-экон. и культурныхпреобразованияхв авт. республиках Сев. Кавказа. Публицист. заметки]	Молодая гвардия	1969	9	137—151
Хейсти, Джон Юджин.			Человек без лица. Роман [америк. писателя]. Пер. с англ.: Н.Калинина. Илл.: О. Вуколов	Молодая гвардия	1969	9	152—160,193—213
Зыков, Николай.			В дополнение к напечатанному. [Проблемы трансплантации сердца]	Молодая гвардия	1969	9	214—229
Дробышев, В.			Отец украинской поэзии. К 200-летию со дня рождения И. П.Котляревского	Молодая гвардия	1969	9	266—271
Чалмаев, В.			Освобожденный свет. К 100-летию со дня рождения [арм. поэта] О.Туманяна	Молодая гвардия	1969	9	272—281
Алпатов, М. А.			Письмо историка писателю. [Об осмыслении соврем. эпохи советской ист.наукой и худож. литературой. С примеч. ред.]	Молодая гвардия	1969	9	303—319
Чуев, Феликс.			Вечный летчик. Стихи	Молодая гвардия	1969	9	38—40
Даскалов, Сгоян.			Осеннее сено. Лит. триптих. Пер. с болг.: Е. Андреева. Илл.: В. Карабут	Молодая гвардия	1969	9	4—37
Цыбин, Владимир.			Дерево «Олег». — Рождение любви. — Правота. — Волга. [Стихи]	Молодая гвардия	1969	9	41—45
Акулов, Иван.			Крещение. Роман. Илл.: Н. Кутилов	Молодая гвардия	1969	10	12—14
Сидоров, Валентин.			«Мне встретилась военная газета...» — «Чем объяснить, что мы обэсперанто...»—Маме. — «То ли мать эту песню певала...» [Стихи]	Молодая гвардия	1969	10	145—148
Рождественский, Всеволод.			«Если что вспоминать, я бы вспомнил лесные озера...» —«Утка в луже полощется...» [Стихи]	Молодая гвардия	1969	10	149—150
Рытхэу, Юрий.			Легенда и действительность. [О культурных преобразованиях на Чукотке]	Молодая гвардия	1969	10	151—170
Иванов Алексей.			Четыре первые ступени. [К истории развития советской космонавтики].Записки инженера. —	Молодая гвардия	1969	10	171—192;225—233
Мулдагалиев, Джубан.			Высокий огонь. — Пусть придет любовь. — «Слетает пух с небес иднем и на рассвете...»[Стихи]. Пер. с каз.: В. Савельев	Молодая гвардия	1969	10	234—236
Антошкин, Евгений.			У истока. — Даже в этих лесах вековечных... — «В лесу забыться,заблудиться...» — «Уже в лесах пожары занялись...» [Стихи]	Молодая гвардия	1969	10	237—238
Хейсти, Джон Юджин.			Человек без лица. Роман [америк. писателя]. Пер. с англ.: П.Калинина. Илл.: О. Вуколов	Молодая гвардия	1969	10	239—268
Сорокин, Валентин.			Слово к солдату. — На трассе. — О горы, горы! — Джедаль эд-Дин.— Размышления в дороге. — Родная слава. — Ответ. [Стихи]	Молодая гвардия	1969	10	4—11
Примеров Борис.			«Голубые занавески...» — «Я по-новому думаю...» —(«Запыхавшись, какпосле бега...» — «Умывается кот — будут к вечеру гости...» [Стихи]. —	Молодая гвардия	1969	11	111—113
Хейсти Джон Юджин.			Человек без лица. Роман [америк. писателя]. Пер. с англ.: Н.Калинина. Илл.: О. Вуколов. —	Молодая гвардия	1969	11	114—151
Пысин Алексей.			«Ромашки, мак, да лебеда...» — Гвардейской дорогой. — «А перед тем,как снять погоны...» [Стихи]. Пер. с белорус.: А. Москвитин. —	Молодая гвардия	1969	11	152—154
Савельев Иван.			Верность. — Я — сеятель. [Стихи]. —	Молодая гвардия	1969	11	155—156
Иванов Алексей.			Четыре первые ступени. [О путях развития советской космонавтики].Записки инженера. —	Молодая гвардия	1969	11	160—192;225—251
Пузанов Иван.			Сыновья и пасынки. [Проблемы развития с.-х. производства сев. районовстраны]. —	Молодая гвардия	1969	11	252—260
Лобанов Михаил.			Боль творчества и словесное самодовольство. [О повести В. Катаева«Кубик»]. —	Молодая гвардия	1969	11	261—282
Гордейчев Владимир.			Наше знамя. — На молодой земле. — В поезде Владивосток —Москва. [Стихи]. —	Молодая гвардия	1969	11	74—77
Беляев Михаил.			Баллада о приказе. — Новобранцы. [Стихи]. —	Молодая гвардия	1969	11	78—79
Акулов Иван.			Крещение. Роман. Ч. 1. Илл.: Н. Кутилов. —	Молодая гвардия	1969	11	8—73
Басаргин Иван.			Акимыч. Рассказ. Илл.: С. Хализов. —	Молодая гвардия	1969	11	80—110
Коротаев Виктор.			«Прекрасно однажды в России родиться...» — «Показвезда не закатилась...» — «Герои умирают молодыми...» [Стихи]. —	Молодая гвардия	1969	12	109—111
Олейник Борис.			К звездам. — «Отцы и дети! Дети и отцы!..» [Стихи]. Пер.с укр.: Н. Котенко. —	Молодая гвардия	1969	12	112—113
Савельев Савва.			Двенадцать книг. [О книгах из личной б-ки В. И. Ленина,хранившихся в г. Быдгощ (Польша)]. —	Молодая гвардия	1969	12	114—130
Яковлев Н.			«Стоим на страже всегда, всегда...» К 40-летию со дняразгрома белокитайцев на Дальнем Востоке. —	Молодая гвардия	1969	12	131—160; 193—205
Говоров Александр.			Золотые паруса. Поэма. —	Молодая гвардия	1969	12	212—222
Хейсти Джон Юджин.			Человек без лица. Роман [америк. писателя]. Пер.с англ.: Н. Калинина. Илл.: О. Вуколов. —	Молодая гвардия	1969	12	223—266
			Роману «Война и мир» — сто лет. Уроки Льва Толстого. [По материаламдискус. в ред. журн. «Молодая гвардия». С предисл. и послесл. ред. Статьи]:В. Петелин. Толстой и современность. — О. Михайлов. Из океананародного. — В. Дробышев. Бессмертен, как время. — В. Кожинов.Трижды великая. — А. Ланщиков. Через правду характера... — М.Лобанов. Вечность красоты. — Ю. Иванов. Выразитель мысли народной.—	Молодая гвардия	1969	12	267—294
Короткевич В.			Чозения. Поэма [в прозе]. Пер. с белорус.: В. Севрук. Илл.:В. Карабут. —	Молодая гвардия	1969	12	4—108
Софронов Анатолий.			Праздник памяти. — «Опять Ростов... Уже насклоне жизни...» — «Я просьбу твою выполняю...» — Восточная притча. — «Придираешься, придираешься...» — «Южане с серыми глазами...» —«Архипелаги неживые...» [Стихи]. —	Молодая гвардия	1970	1	121—127
Галкин Юрий.			Добрая река. Рассказ. —	Молодая гвардия	1970	1	128—150
Смирнов Сергей.			Человек. — Ревнителям реванша. — Самоутешение. —О заслугах. — Уникальная операция. [Стихи]. —	Молодая гвардия	1970	1	151—155
Колосов Михаил.			Тимкина балалайка. Рассказ. Илл.: Ф. Махонин. —	Молодая гвардия	1970	1	156—160, 193—201
Нурыев Италмаз.			«Все, все года, какие, между прочим...» — Твое имя. —Ответ звезды. [Стихи]. Пер. с туркм.: И. Савельев. —	Молодая гвардия	1970	1	202—203
Ураев Сапар.			Черные цветы. — Стих мой. [Стихи]. Пер. с туркм.: Н.Груздева. —	Молодая гвардия	1970	1	204—205
Аширов Аман.			Диалог с морем. — « Беспокойно ты всегда...» [Стихи] Пер.с туркм.: Н. Груздева. —	Молодая гвардия	1970	1	206—207
Байрамов Нури.			«Низкий холмик, под которым спит он...» — Бабушка. —« На лысом, прожаренном солнцем бугре...» [Стихи]. Пер. с туркм.: А.Каныкин. —	Молодая гвардия	1970	1	208—210
Агабаев Аннаберды.			«Когда весна нам принесет цветы...» — «Мое сердцетак сильно стремится к весне...» [Стихи]. Пер. с туркм.: А. Фошин. —	Молодая гвардия	1970	1	211—212
Боровиков Григорий.			Перед наказанием. Рассказ. —	Молодая гвардия	1970	1	213—229
Бурсов Иван.			«Я вспоминаю белый двор пекарни...» — «Мне снятся сны...»[Стихи]. —	Молодая гвардия	1970	1	230—231
Поделков Сергей.			Далекое. Стихи. —	Молодая гвардия	1970	1	232—238
Татьяничева Людмила.			Приобщение к чуду. [Очерк об Урале. Из книги«Ленинский свет над Россией», готовящейся к печати в изд. «Сов. Россия».Напеч. с сокр.] —	Молодая гвардия	1970	1	239—271
Решетов Петр.			Путь к истине. [О характере молодежного движения вкапиталист. странах]. —	Молодая гвардия	1970	1	272—281
Шошин Владислав.			Пример всемирной отзывчивости. [Темаинтернационализма в советской литературе]. —	Молодая гвардия	1970	1	282—293
Кожинов В.			Что такое мастерство писателе. —	Молодая гвардия	1970	1	306—320
Алексеев Михаил.			Ивушка неплакучая. Роман. Илл.: И. Сущенко. —	Молодая гвардия	1970	1	4—120
Алексеев Михаил.			Ивушка неплакучая. Роман. Кн. 1. Илл.: И. Сущенко	Молодая гвардия	1970	2	12—121
Хурцилава Мурман.			Наши отцы. — Корабли. — Гелатская фреска.[Стихи]. Пер. с груз.: А. Каныкин	Молодая гвардия	1970	2	122—124
Ломиа К.			У памятника Дмитрию Гулиа. — «Звезда вечерняя...» — «Весьдень лежу в объятьях высоты...» [Стихи]. Пер. с абхаз.: В. Тихомиров	Молодая гвардия	1970	2	128—129
Чаниа Терентий.			«Качался деревянный дом...» — «Смотрю я в окно надождливую мглу...» [Стихи]. Пер. с абхаз.: А. Каныкин	Молодая гвардия	1970	2	130—131
Кондакова Надежда.			«Шуми, разгуливай под окнами...» — «Я счастью немешаю твоему...» [Стихи]	Молодая гвардия	1970	2	256—257
Овчаренко Ал.			Социалистический реализм в свете международныхспоров	Молодая гвардия	1970	2	260—280
Выходцев П.			«Строителя огромная работа». [О творчестве поэта П.Васильева]	Молодая гвардия	1970	2	301—320
Ошанин Лев.			«Что такое нынешний мир...» — «Есть на Малых Курилахволной пропыленный...» — А мы на Курилах. [Стихи]	Молодая гвардия	1970	2	9—11
Мальми Валентина.			Родство. — Поле. [Стихи]. —	Молодая гвардия	1970	3	4
Афруз Джахан.			Джейран-Батан. Стихи. Пер. сазербайдж.: В. Константинова. —	Молодая гвардия	1970	3	10—11
Шуртаков Семен.			Возвратная любовь. Повесть. Илл.: Ю.Киселев. —	Молодая гвардия	1970	3	12—148
Фирсов Владимир.			Тишина. — «Человек, познавшийжажду...» — Заря. — Сельский Бетховен. — Тоска поРодине. — Осенняя песня. — «В удивленных зрачкахсвиристели...» [Стихи]. —	Молодая гвардия	1970	3	149—160
Осипов Валерий.			Ленин, Опыт лит. портрета. —	Молодая гвардия	1970	3	193—264
Кузнецов Вадим.			Ожидание чуда. — Речка Чара. — «Яскучаю по Северу...» — «Не из модного поветрия...» —Горбуша. — Сон. — Слово. [Стихи]. —	Молодая гвардия	1970	3	265—272
Жуков Дмитрий.			«Сочинил и изваял...» [О творчествескульптора С. Д. Шапошникова]. —	Молодая гвардия	1970	3	287—291
Сахаров А. Н.			История истинная и мнимая. [К вопросуоб оценке ист. фактов в соврем. советскомлитературоведении]. —	Молодая гвардия	1970	3	297—320
Марченко Эмма.			«Вас много областные города...» — ВИванове. — Дивная гора. [Стихи]. —	Молодая гвардия	1970	3	5—6
Родионов Н. Н.			Ленин, партия, молодежь. [О воспитательной работепарт. организаций Челяб. обл.] —	Молодая гвардия	1970	4	173—182
Эзизов Курбанназар.			«Его отправила туда...» — «Я снова вернулся в места,где родился...» — «Мне нет исхода от очей твоих...» [Стихи]. Пер. с туркм.:В. Цыбин. —	Молодая гвардия	1970	4	183—185
Бекхожин Халижан.			«Мы много весен вместе встречали...» — Ветераны.[Стихи]. Пер. с каз.: В. Цыбин. —	Молодая гвардия	1970	4	186—187
Джангазиев Муса.			«Земля, словно ребенок в колыбели...» — Яблоня.[Стихи]. Пер. с кирг.: В. Цыбин. —	Молодая гвардия	1970	4	188—189
Ян Гюнтер.			Ленинский год молодежи ГДР. [Статья первого секр. Центр.Совета Союза свободной нем. молодежи]. —	Молодая гвардия	1970	4	225—229
Яковлев Георгий.			Сыновья своего времени. [О работниках Рост. н/Д. з-дас.-х. машиностроения. Очерк]. —	Молодая гвардия	1970	4	230—239
Петелин Виктор.			Вечный источник. [О творчестве писателя Д. И.Зорина]. —	Молодая гвардия	1970	4	305—320
Степанов Леонид.			Звени, город! Докум. повесть. —	Молодая гвардия	1970	4	5—91
Софронов Анатолий.			Поэма времени. —	Молодая гвардия	1970	4	92—172
Автономов Владимир.			Память. — Люся Рыбалко. — «Ты помнишь этотдень в поселке Абезь...» [Стихи]. —	Молодая гвардия	1970	5	106—109
Левашов Виктор.			День открытых дверей. Повесть. Илл.: В. Карабут. —	Молодая гвардия	1970	5	110—160, 193—210
Михайловский Николай.			Последние дни [Великой Отечественнойвойны]. Из записок воен. кор. «Правды». —	Молодая гвардия	1970	5	211—236
Котов Владимир.			Верность отцам. Стихи. —	Молодая гвардия	1970	5	23—24
Виноградов Александр.			Ацтеки: век двадцатый... [Путевой очерк оМексике]. —	Молодая гвардия	1970	5	237—255
Москаленко К. С.			Победа рождалась в боях. [Из воспоминаний МаршалаСоветского Союза 1941—1945 гг.] —	Молодая гвардия	1970	5	25—34
Дробышев Владимир.			Вечный огонь Отечества. [Об увековечениипамяти жертв фашизма]. —	Молодая гвардия	1970	5	256—269
Глинкин Павел.			Сквозь призму времени. [О фронтовой публицистикепериода Великой Отечеств. войны]. —	Молодая гвардия	1970	5	270—288
			Звезда народного подвига. [Воен.-патриот. тема в советской литературе.С примеч. ред. Статьи]: М. Алексеев. Армия и литература. — И. Падерин.Заботы солдатские. — И. Стаднюк. Весна победная. — В. Петелин Народсражался за Родину. —	Молодая гвардия	1970	5	295—320
Чуев Феликс.			«Небо синее...» — «Были мы небогато одеты...» — «Повсюдуназывают нас Иваны...» — «Страна вручает воинам награды...» [Стихи]. —	Молодая гвардия	1970	5	35—38
Алексеев Олег.			Сувенир. — «Как колокол — каляная рубаха...» —«Торопливая запись в блокноте...» [Стихи]. —	Молодая гвардия	1970	5	39—41
Тяжельников Е.			Молодая гвардия рабочих и крестьян. [К XVI съездуВЛКСМ]. —	Молодая гвардия	1970	5	4—22
Коваль-Волков Александр.			Над Эльбой. — «Нет, не сужу я резко...» —«Всходит зловеще...» [Стихи]. —	Молодая гвардия	1970	5	42—44
Родичев Николай.			Стоял старик на обочине... Рассказ. Илл.: Л. Стукалина.—	Молодая гвардия	1970	5	80—105
Корпачев Эдуард.			Седьмой патрон. Повесть. Илл.: В. Жестков и Ю.Киселев. —	Молодая гвардия	1970	6	45—79
Басаргин Иван			Сказ о Черном Дьяволе. Повесть. Илл.: О. Вуколов. [С предисл. Н.Задорнова]	Молодая гвардия	1970	7	18—192
Клевко Геннадий			Дом на сопке. — Огород при материнской хате. — «Распахана,распахнута земля...» [Стихи]. Пер. с белорус.: И. Бурсов	Молодая гвардия	1970	7	225—227
Бородулин Рыгор			«Усталой метели ленивый полет...» — «От заветного слова...» [Стихи].Пер. с белорус.: И. Бурсов	Молодая гвардия	1970	7	228—229
Зуенок Василь			«Цвети, мое лето...» — «Вернулись парни в отчий край, домой...» — «Ясудьбы, как звезды, как сияния, жду...» —«Никто не плачет...» [Стихи]. Пер. с белорус.: В.Сорокин	Молодая гвардия	1970	7	230—231
Шошин Владислав			«Спроси зарю, откуда день приходит...» — «В чем живеточарованье...» — «Да прославится свобода!..» [Стихи]	Молодая гвардия	1970	7	232—233
Стуруа Мэлор			«Землетрясение» в Гарварде. [О полит. выступлениях студентовГарвардского ун-та. США. С примеч. ред.]	Молодая гвардия	1970	7	234—253
Фирсов Анатолий			Каждая победа — борьба. [Заметки участника чемпионата мира похоккею с шайбой. Стокгольм. 1970]	Молодая гвардия	1970	7	254—262
Гуртуев Салих			Благодарю судьбу. Поэма. Пер. с балкар.: В. Захаров	Молодая гвардия	1970	7	263—271
Бобулов Камбаралы			Критика и живой литературный процесс. [Анализ работ кирг.литературоведов]	Молодая гвардия	1970	7	272—281
Беляев Александр			Облака под нами. Повесть	Молодая гвардия	1970	8	15—16
Кочетков Виктор			Воспоминание. — «Грифелем мягким вычернивая...» — «Словно этобыло вчера...» — «Вновь заря над степью мечет...» — «Потянуло иных к старине...»[Стихи]	Молодая гвардия	1970	8	169—172
Кудрейко Анатолий			О как бы я хотел. — Строительства путепровода. — Фантастическиймотив. — Находка археолога. [Стихи]	Молодая гвардия	1970	8	173—175
Горбачев Вячеслав			Светлые ливни. [О строителях Усть-Хантайской ГЭС]. Очерк	Молодая гвардия	1970	8	176—189
Беляев Михаил			Половодье. — «Есть что-то у земли девичье...» — «Подснежникипрошли...» — [Стихи]	Молодая гвардия	1970	8	190—192
Тряпкин Николай			«Пропадаю в лугах заречных...» — «Как на улице березка вырастала,вырастала...» — А хмелинушка вьется... [Стихи]	Молодая гвардия	1970	8	225—226
Кларк Артур			Космическая одиссея 2001 года. Науч.-фантаст. роман. Пер. с англ.: Я.Берлин. Илл.: А. Плаксин	Молодая гвардия	1970	8	227—261
Еселев Ник			Судьба писателя— судьба его героя. [О творчестве Е. Н. Пермитина]	Молодая гвардия	1970	8	262—270
Тимофеев В.			О живом герое и мертвой схеме. [По поводу освещения вопроса обавтобиографичности романа Н. Островского «Как закалялась сталь» в книге С. Трегуба«Живой Корчагин»]	Молодая гвардия	1970	8	271—279
Семанов С. Н.			О ценностях относительных и вечных. [К вопросу об осмыслении ист.событий соврем. советской литературой]	Молодая гвардия	1970	8	308—320
Прокофьев Александр			Солдатская слобода. — На тысячу лет. — Апрель в Сокольниках.[Стихи]	Молодая гвардия	1970	8	4—6
Серебряков Геннадий			Баллада о Неизвестном солдате. — «Что-то мною найдено...» —Шипка. — Баллада о молоке. — Тихий Дон. — «Солнце сильно сиянием...» — Память	Молодая гвардия	1970	8	7—14
Рубцов Николай			«Зачем ты ива, вырастаешь...» — «Листья осенние где-то во мглемирозданья...» [Стихи]	Молодая гвардия	1970	9	204
Сбитнев Юрий			Как плачут березы. Рассказ. Илл.: А. Русанов	Молодая гвардия	1970	9	103—113
Гордейчев Владимир			Клинок. — После дождя. — Колыбель. — Постижение. — ВМихайловском. [Стихи]	Молодая гвардия	1970	9	114—117
Богданов Вячеслав			«Самолет в небесах...» — Птицы. — Полдень. — Фронтовик. [Стихи].—	Молодая гвардия	1970	9	118—122
Кларк Артур			Космическая одиссея 2001 года. Науч.-фантаст. роман. Пер. с англ.: Я.Берлин. Илл.: А. Плаксии	Молодая гвардия	1970	9	129—160,193—199
Зиедонис Имант			«Те листья, те листья, что выронил сад...» — «Это было чудесное лето...»[Стихи]. Пер. с латыш.: В. Куприянов	Молодая гвардия	1970	9	205—207
Абдуллаев В.	Алескеров Ю.		Краса подлунных стран. К 2500-летию Самарканда	Молодая гвардия	1970	9	258—277
Лобанов М.			«Мне все надо родное...» К 100-летию со дня рождения А. И. Куприна	Молодая гвардия	1970	9	278—283
Жуков Дмитрий			Родился в России. [Докум. фильм о И. В. Курчатове «Атомное пламя».Центр, студия докум. фильмов]	Молодая гвардия	1970	9	304—308
Усольцев Альберт			Смородинный чай. Повесть. Илл.: В. Дедяев	Молодая гвардия	1970	9	4—98
Мартынов Николай			Моим детям. — «В густой траве, что смаял зной...» — Подорожник.— «Всего на драку волос осталось...» [Стихи]	Молодая гвардия	1970	9	99—102
Сосюра Владимир			Революция. Стихи. Пер. с укр.: Ю. Саенко	Молодая гвардия	1970	10	90
Гетьман Владимир			Желание. Стихи. Пер. с укр.: Ю. Саенко	Молодая гвардия	1970	10	91
Рыльский Максим			Зимний вечер. Стихи. Пер. с укр.: Ю. Саенко	Молодая гвардия	1970	10	95
Хоросницкая Мария			«Мир пахнет порохом...» Стихи. Пер. с укр.: А. Прокофьев	Молодая гвардия	1970	10	96
Гончаренко Иван			Мамаев курган. Стихи. Пер. с укр.: О. Зверев	Молодая гвардия	1970	10	97
Горлач Леонид			«Так хочется духмяно зацвести...» Стихи. Пер. с укр.: О. Зверев	Молодая гвардия	1970	10	98
Литвинец Михайло			Тень минувшего. Стихи: Волки. — Среди поля. Пер. с укр.: В. Фирсов.—	Молодая гвардия	1970	10	104—105
Усольцев Альберт			Смородинный чай. Повесть. Илл.: В. Дедяев	Молодая гвардия	1970	10	106—156
Поликарпов Сергей			«Давно не дразнят сверстники меня...» — «Благодать попугаямдомашним...» — «Воробьи чертыхаются, словно пилоты...» — Пушной базар. [Стихи]	Молодая гвардия	1970	10	157—160
			Верность ленинским заветам. К 50-летию со дня выступления В. И. Ленина на III съездеРКСМ. [С примеч. ред. Статьи: Л. И. Шушпанов; В. Ф. Васютин; А. Тупикин; П.Машаракин; А. Легун; Н. А. Соколов-Соколенок; И. Лученок; С. А. Далин, Л. Чурсина; А.И. Мильчаков; С. Шестакаускене; В. Слепцова]	Молодая гвардия	1970	10	193—216
Кларк Артур			Космическая одиссея 2001 года. Науч.-фантаст. роман. Пер. с англ.: Я.Берлин. Илл.: А. Плаксин. [С послесл. И. А. Ефремова «О романе Артура Кларка«Космическая одиссея 2001 года»]	Молодая гвардия	1970	10	217—262
Михайлов Олег			Классик рубежа двух столетий. К 100-летию со дня рождения И. А.Бунина	Молодая гвардия	1970	10	263—278
Захаров Р.			Основательность традиции и назойливость моды. [Об идейно-худож.принципах советского балета. Полем. заметки]	Молодая гвардия	1970	10	279—297
Стельмах Михайло			Дума про тебя. Роман. Ч. 1. Авториз. пер. с укр.: И. Чеховская. Илл.:С. Трофимов	Молодая гвардия	1970	10	4—89
Малышко Андрей			Из цикла «Песня Александра Довженко». Стихи: Вера. — Надежда. —Любовь. Пер. с укр.: Ю. Саенко	Молодая гвардия	1970	10	92—94
Гагарин Валентин			Мой брат Юрий. Страницы из жизни первого космонавта. Лит. записьВ. Сафонова	Молодая гвардия	1971	3	113—160, 193—225
Каляев Санджи			Партия, мать моя. Стихи. Пер. с калм.: Ю. Саенко	Молодая гвардия	1971	3	226—227
Нагнибеда Микола			Раздумье. — Сад. — «На ветви тихо сели журавли...» [Стихи]. Пер. сукр.: Ю. Саенко	Молодая гвардия	1971	3	228—229
Елкин Анатолий			Атомные уходят по тревоге. Докум. повесть [о моряках атомныхподводных лодок. Напеч. с сокр.]	Молодая гвардия	1971	3	230—252
Молчанов Н. Н.			Бессмертие. [К 100-летию Парижской коммуны]	Молодая гвардия	1971	3	264—274
Овчаренко Ал			Социалистический реализм в свете международных споров. (Письма венг.проф. К. Кепеци). Статья 2	Молодая гвардия	1971	3	275—291
Михайлов Олег			Волшебная свирель. К 100-летию со дня рождения Л. Украинки	Молодая гвардия	1971	3	292—295
Прокофьев Александр			Партии. Стихи	Молодая гвардия	1971	3	4—5
Барышев Михаил			Вторая половина года. Роман. Илл.: В. Дедяев	Молодая гвардия	1971	3	6—93
Проскурин Петр			День смятения. Рассказ. Ил.: С. Хализов	Молодая гвардия	1971	3	78—93
Сорокин Валентин			Огонь. Поэма	Молодая гвардия	1971	3	94—112
Татьяничева Людмила			Утренний свет. Стихи: Рожденные огнем. — Мой первый друг. —Прекраснейшее слово. — «Поступью свободной как полет...» — Стихи, написанные в деньрожденья. — «Пылающих туч гряда...» — «Ты плачешь?..» — Спасибо вам, деревья. —Бусенец. — Два уголька. — И если горе... — О любви. — Колечко. — Семечки. — Меняразлюбили цветы. — «Ты болен, мой сокол...» — Хиросима. — Рассвет в горах Дагестана.— Отблеск высот	Молодая гвардия	1971	4	22—35
Левашов Виктор			Хроника факела. [Заметки с трассы заполярного газопровода Мессояха— Норильск]	Молодая гвардия	1971	4	249—274
			Все достигается трудом. [Рабочая тема в соврем. сов. прозе. С примеч. ред. Статьи]: В.Стариков. Время, движения, люди. — Л. Кореневич. Работящим умам, работящим рукам.Пер. с укр	Молодая гвардия	1971	4	275—296
Гагарин Валентин			Мой брат Юрий. Страницы из жизни первого космонавта. Лит. записьВ. Сафонова	Молодая гвардия	1971	4	36—87
			Слово капитанов космической одиссеи. [Статьи]: Г. Титов. Дублером у Гагарина. — А.Николаев. Простой советский человек. — П. Попович. Для науки и народного хозяйства.— В. Николаева-Терешкова. Полет — это груд. — А. Леснов. Картины Земли. — А.Елисеев. Мост в будущее. — В. Севостьянов. Экзамен человеку и технике. — В.Быковский. Строки жарких сердец	Молодая гвардия	1971	4	4—21
Семенченко Владимир			Счастье. — Задремали ели. — Не о космонавтах. — Мы. —Диалоги. — В разлуке. [Стихи]	Молодая гвардия	1971	4	88—93
Бобылев Борис			Утро над Звездным. — Космонавты живут на Руси. — Настойчивость. —За перевалом — перевал. [Стихи]	Молодая гвардия	1971	4	94—97
Барышев Михаил			Вторая половина года. Роман. Ил.: В. Дедяев	Молодая гвардия	1971	4	98—160, 193—248
Гагарин Валентин			Мой брат Юрий. Страницы из жизни первого космонавта. Лит. записьВ. Сафонова	Молодая гвардия	1971	5	13—65
Сидоров Валентин			Ветераны войны. — «Прожектором тускло подсвечен...» — «Исчезлагрань меж небом и землей...» — «Пусть сотрясают будничный уклад...» [Стихи]	Молодая гвардия	1971	5	190—192
Майко Анатолий			Мудрые руки. [О трудовых достижениях горняков шахты«Новопавловская». Луган. обл. Очерк]	Молодая гвардия	1971	5	225—243
Козыренко П.			Партизанскими тропами. [О боевых действиях партизанской группы«Степной орел». 1942 г. С примеч. ред.]	Молодая гвардия	1971	5	244—248
Воронцов Ю.			Индустрия иллюзий, конвейер лжи. [К критике теории «массовой культуры»в буржуазной социологии]	Молодая гвардия	1971	5	264—274
